Class,Dataset Name,Order,Variable Name,Label,Type,Codelist,Value list,Format,Role,Notes,Core
Findings,DA,15,DASTRESN,Numeric Result/Finding in Standard Units,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; copied in numeric format from DASTRESC. DASTRESN should store all numeric test results or findings.,Perm
Findings,DA,16,DASTRESU,Assessment Standard Units,Char,C71620,,,Variable Qualifier,Standardized units used for DASTRESC and DASTRESN.,Perm
Findings,DA,17,DASTAT,Completion Status,Char,C66789,,,Record Qualifier,Used to indicate that a drug accountability assessment was not done. Should be null or have a value of NOT DONE.,Perm
Findings,DA,18,DAREASND,Reason Not Performed,Char,,,,Record Qualifier,Reason not done. Used in conjunction with DASTAT when value is NOT DONE.,Perm
Findings,DA,19,VISITNUM,Visit Number,Num,,,,Timing,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",Exp
Findings,DA,20,VISIT,Visit Name,Char,,,,Timing,1. Protocol-defined description of clinical encounter 2. May be used in addition to VISITNUM and/or VISITDY,Perm
Findings,DA,21,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of the visit based upon RFSTDTC in Demographics.,Perm
Findings,DA,22,DADTC,Date/Time of Accountability Assessment,Char,,,ISO 8601,Timing,,Exp
Findings,DA,23,DADY,Study Day of Accountability Assessment,Num,,,,Timing,"1. Study day of drug accountability assessment, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.",Perm
Findings,DD,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,DD,2,DOMAIN,Domain Abbreviation,Char,,DD,,Identifier,Two-character abbreviation for the domain.,Req
Findings,DD,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,DD,4,DDSEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,DD,5,DDTESTCD,Death Detail Assessment Short Name,Char,,,,Topic,"Short name of the measurement, test, or examination described in DDTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in DDTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). DDTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: DIAGPRIM, DIAGSEC, DTHWIT",Req
Findings,DD,6,DDTEST,Death Detail Assessment Name,Char,,,,Synonym Qualifier,"Long name for DDTESTCD. The value in DDTEST cannot be longer than 40 characters. Examples: Primary Diagnosis, Secondary Diagnosis, Was Death Witnessed?",Req
Findings,DD,7,DDORRES,Result or Finding as Collected,Char,,,,Result Qualifier,"Result of the test defined in DDTEST, as originally received or collected.",Exp
Findings,DD,8,DDSTRESC,Character Result/Finding in Std Format,Char,,,,Result Qualifier,Contains the result or finding copied or derived from DDORRES in a standard format.,Exp
Findings,DD,9,DDRESCAT,Result Category,Char,,,,Variable Qualifier,"Used to categorize the result of a finding. Examples: TREATMENT RELATED, NONTREATMENT RELATED, UNDETERMINED, ACCIDENTAL",Perm
Findings,DD,10,DDEVAL,Evaluator,Char,C78735,,,Record Qualifier,Role of the person who provided the evaluation.,Perm
Findings,DD,11,DDDTC,Date/Time of Collection,Char,,,ISO 8601,Timing,Date/time of collection of the diagnosis or other death assessment data in ISO 8601 format. This is not necessarily the date of death.,Exp
Findings,DD,12,DDDY,Study Day of Collection,Num,,,,Timing,"Study day of the collection, in integer days.  The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Findings,EG,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,EG,2,DOMAIN,Domain Abbreviation,Char,,EG,,Identifier,Two-character abbreviation for the domain.,Req
Findings,EG,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,EG,4,EGSEQ,Sequence Number,Num,,,,Identifier,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,EG,5,EGGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject.,Perm
Findings,EG,6,EGREFID,ECG Reference ID,Char,,,,Identifier,Internal or external ECG identifier. Example: UUID.,Perm
Findings,EG,7,EGSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number from the ECG page.,Perm
Findings,EG,8,EGTESTCD,ECG Test or Examination Short Name,Char,C71153,,,Topic,"Short name of the measurement, test, or examination described in EGTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in EGTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST""). EGTESTCD cannot contain characters other than letters, numbers, or underscores. Examples :PRMEAN, QTMEAN",Req
Findings,EG,9,EGTEST,ECG Test or Examination Name,Char,C71152,,,Synonym Qualifier,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in EGTEST cannot be longer than 40 characters. Examples: Summary (Mean) PR Duration, Summary (Mean) QT Duration",Req
Findings,EG,10,EGCAT,Category for ECG,Char,,,,Grouping Qualifier,"Used to categorize ECG observations across subjects. Examples: MEASUREMENT, FINDING, INTERVAL",Perm
Findings,EG,11,EGSCAT,Subcategory for ECG,Char,,,,Grouping Qualifier,A further categorization of the ECG.,Perm
Findings,EG,12,EGPOS,ECG Position of Subject,Char,C71148,,,Record Qualifier,"Position of the subject during a measurement or examination. Examples: SUPINE, STANDING, SITTING.",Perm
Findings,EG,13,EGORRES,Result or Finding in Original Units,Char,,,,Result Qualifier,"Result of the ECG measurement or finding as originally received or collected. Examples of expected values are 62 or 0.151 when the result is an interval or measurement, or ""ATRIAL FIBRILLATION"" or ""QT PROLONGATION"" when the result is a finding.",Exp
Findings,EG,14,EGORRESU,Original Units,Char,C71620,,,Variable Qualifier,Original units in which the data were collected. The unit for EGORRES. Examples: sec or msec.,Perm
Findings,EG,15,EGSTRESC,Character Result/Finding in Std Format,Char,C71150,,,Result Qualifier,"Contains the result value for all findings, copied or derived from EGORRES in a standard format or standard units. EGSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in EGSTRESN. For example, if a test has results of ""NONE"", ""NEG"", and ""NEGATIVE"" in EGORRES and these results effectively have the same meaning, they could be represented in standard format in EGSTRESC as ""NEGATIVE"". For other examples, see general assumptions. Additional examples of result data: SINUS BRADYCARDIA, ATRIAL FLUTTER, ATRIAL FIBRILLATION.",Exp
Findings,EG,16,EGSTRESN,Numeric Result/Finding in Standard Units,Num,,,,Result Qualifier,Used for continuous or numeric results or findings in standard format; copied in numeric format from EGSTRESC. EGSTRESN should store all numeric test results or findings.,Perm
Findings,EG,17,EGSTRESU,Standard Units,Char,C71620,,,Variable Qualifier,Standardized unit used for EGSTRESC or EGSTRESN.,Perm
Findings,EG,18,EGSTAT,Completion Status,Char,C66789,,,Record Qualifier,"Used to indicate an ECG was not done, or an ECG measurement was not taken. Should be null if a result exists in EGORRES.",Perm
Findings,EG,19,EGREASND,Reason ECG Not Performed,Char,,,,Record Qualifier,Describes why a measurement or test was not performed. Examples: BROKEN EQUIPMENT or SUBJECT REFUSED. Used in conjunction with EGSTAT when value is NOT DONE.,Perm
Findings,EG,20,EGXFN,ECG External File Path,Char,,,,Record Qualifier,File name and path for the external ECG Waveform file.,Perm
Findings,EG,21,EGNAM,Vendor Name,Char,,,,Record Qualifier,Name or identifier of the laboratory or vendor who provided the test results.,Perm
Findings,EG,22,EGLEAD,Lead Location Used for Measurement,Char,C74456,,,Record Qualifier,"The lead used for the measurement, examples, V1, V6, aVR, I, II, III.",Perm
Findings,EG,23,EGMETHOD,Method of ECG Test,Char,C71151,,,Record Qualifier,Method of the ECG test. Examples: 12 LEAD STANDARD.,Perm
Findings,EG,24,EGBLFL,Baseline Flag,Char,C66742,,,Record Qualifier,"Indicator used to identify a baseline value. The value should be ""Y"" or null.",Exp
Findings,EG,25,EGDRVFL,Derived Flag,Char,C66742,,,Record Qualifier,"Used to indicate a derived record. The value should be Y or null. Records which represent the average of other records, or that do not come from the CRF, or are not as originally collected or received are examples of records that would be derived for the submission datasets. If EGDRVFL=Y, then EGORRES could be null, with EGSTRESC, and (if numeric) EGSTRESN having the derived value.",Perm
Findings,EG,26,EGEVAL,Evaluator,Char,,,,Record Qualifier,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Should be null for records that contain collected or derived data. Examples: INVESTIGATOR, ADJUDICATION COMMITTEE, VENDOR.",Perm
Findings,EG,27,VISITNUM,Visit Number,Num,,,,Timing,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",Exp
Findings,EG,28,VISIT,Visit Name,Char,,,,Timing,1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.,Perm
Findings,EG,29,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of the visit based upon RFSTDTC in Demographics.,Perm
Findings,EG,30,EGDTC,Date/Time of ECG,Char,,,ISO 8601,Timing,Date of ECG.,Exp
Findings,EG,31,EGDY,Study Day of ECG,Num,,,,Timing,"1. Study day of the ECG, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics.",Perm
Findings,EG,32,EGTPT,Planned Time Point Name,Char,,,,Timing,"1. Text Description of time when measurement should be taken. 2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See EGTPTNUM and EGTPTREF. Examples: Start, 5 min post.",Perm
Findings,EG,33,EGTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of EGTPT to aid in sorting.,Perm
Findings,EG,34,EGELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,"Planned elapsed time (in ISO 8601) relative to a fixed time point reference (EGTPTREF). Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by EGTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by EGTPTREF.",Perm
Findings,EG,35,EGTPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point referred to by EGELTM, EGTPTNUM, and EGTPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.",Perm
Findings,EG,36,EGRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601,Timing,"Date/time of the reference time point, EGTPTREF.",Perm
Findings,IE,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Findings,IE,2,DOMAIN,Domain Abbreviation,Char,,IE,,Identifier,Two-character abbreviation for the domain.,Req
Findings,IE,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Findings,IE,4,IESEQ,Sequence Number,Num,,,,Identifier,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Findings,IE,5,IESPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Inclusion or Exclusion criteria number from CRF.,Perm
Findings,IE,6,IETESTCD,Inclusion/Exclusion Criterion Short Name,Char,,,,Topic,"Short name of the criterion described in IETEST. The value in IETESTCD cannot be longer than 8 characters, nor can it start with a number (e.g.""1TEST""). IETESTCD cannot contain characters other than letters, numbers, or underscores. Examples: IN01, EX01.",Req
Findings,IE,7,IETEST,Inclusion/Exclusion Criterion,Char,,,,Synonym Qualifier,Verbatim description of the inclusion or exclusion criterion that was the exception for the subject within the study. IETEST cannot be longer than 200 characters.,Req
